PSNR_YYUV
C:\Users\TMTuu\Videos\video_phat.hoang.mp4
C:\Users\TMTuu\Videos\video_thu_hoang.mp4
AVG: 23.06578827
26.94188118
25.07820320
25.75895309
25.85935211
29.99674606
26.27307510
30.05786896
28.83706284
30.35733032
31.31599045
29.52251816
31.07699966
28.30062866
28.15084267
27.77790260
27.91870117
28.17035675
28.53647995
29.90354347
30.08370399
29.18778229
29.33683395
28.78027344
28.83107185
28.03474617
27.86809731
29.46171570
30.46319008
27.18608093
27.36237335
26.23008347
26.25177193
26.62294769
26.55222321
26.56972885
26.06189728
27.68868446
27.57934952
26.02017403
25.85972595
26.82486725
27.20858765
24.89914322
26.62094307
29.29530716
25.39911270
25.88843346
24.86833191
24.97030640
25.29559326
26.62555885
26.47796249
27.45232010
26.52336884
26.65171623
26.73793411
27.07324600
28.53874969
27.52815628
27.60364914
27.74638176
28.20424080
26.07872391
26.01595688
26.26478386
26.23723602
26.44987297
26.68207932
27.00676346
26.47037697
26.44476700
26.47687721
25.75878525
26.17462349
25.86929512
26.61830139
25.86986923
26.33599472
25.75008774
25.65164757
25.56264877
25.53739929
25.39425659
25.33607292
25.56038284
25.74187851
25.62384415
25.85406113
25.28089523
25.16870880
24.49969482
27.87024689
24.07441711
24.09236145
24.13880157
25.45788956
24.46517944
24.72712326
25.32296181
25.56131554
26.04942703
26.38154984
26.45965576
26.11929131
24.84676743
24.80611420
24.93406677
26.90333176
25.45857620
25.76966095
26.67650414
26.14702606
26.59817123
26.74056816
26.87598419
26.82068062
25.83006287
25.14199257
25.99101830
25.79411507
25.67361450
25.54954529
25.51095200
25.54399109
26.34987831
26.04524231
26.00424004
26.80133438
26.04247665
25.88877106
25.69707680
25.44168663
26.34303665
25.22960281
25.54266930
25.52267075
26.53304863
25.51969719
25.44496155
27.62709808
25.27260780
25.03375053
25.02731705
25.10911751
24.95999146
26.03342247
24.50505447
24.51925468
24.24242210
24.24444580
24.56960678
24.45717621
25.98938751
24.73344040
24.22895241
23.96471024
23.48439407
23.39360428
23.22488976
24.18003845
24.15861893
23.93194199
22.98021698
22.97506523
24.84439468
24.04197502
23.59704018
23.70178604
23.75556755
23.84671402
24.03885078
26.48786354
24.50668526
24.10840797
24.23243523
24.34784698
25.63082886
24.36518478
24.58959770
24.67695427
25.24765778
24.64562607
24.48208046
24.42897415
24.30003357
24.29239273
24.94833946
24.38342667
24.15877342
24.18769836
24.41455650
24.63161659
24.19008636
24.65460587
24.11478996
26.09224129
24.58295059
23.91211510
23.83125305
23.96581650
23.39441490
23.29468536
23.17791367
23.07444572
22.99753571
23.80142021
22.98825073
23.32934189
23.23281097
22.99197960
23.94103622
24.69303894
24.20051384
24.07041740
24.18307877
24.49720192
24.76824951
24.99647903
25.21245766
25.27985001
25.10815430
24.90604782
24.83225060
24.62957001
24.53553772
25.56074333
24.64336205
24.48359680
24.65164185
24.79917145
24.26198959
24.18700409
24.11137009
26.09080124
24.34252930
23.89854622
23.78928757
23.76972198
23.64431000
23.60123634
23.49209595
23.56274414
26.02403831
23.54020882
23.91807747
23.60248566
23.58752060
23.68814087
23.68252182
23.45309067
24.47420883
23.69724274
24.95597839
23.68144989
24.28701782
23.68837547
24.12249756
23.61674118
23.82216263
23.85990334
25.16967773
23.71874809
23.71393394
23.68670273
23.75329971
24.37290382
24.85934067
24.06613350
24.10678101
24.05512810
24.21226883
24.84093857
25.55249977
25.54661942
25.40455246
25.44866562
25.36928368
25.38746643
27.46743965
25.68331718
25.12803268
24.97272682
24.81167221
24.79862976
24.70346832
24.56737518
25.58007240
24.40000153
24.17217064
24.19093132
24.19559669
26.16243744
25.17951775
24.67478561
24.53173447
25.16602707
26.28363037
25.92107582
27.15297890
26.55041122
26.98379898
26.82741356
24.67564011
24.65985870
24.59180069
24.84575081
24.43869400
24.44659233
24.57558441
24.52022362
24.26528740
25.06411552
24.01619720
23.86278534
23.56672287
24.32267761
23.63753128
23.45962524
24.79432678
23.61015129
23.74438286
23.73684883
24.84244537
24.00066185
24.49692154
23.91798973
24.59690285
24.17681503
24.25999451
24.28567886
24.97566414
24.40839005
24.52061081
24.82883263
24.80736160
24.73639679
24.82016754
24.81186867
24.64641571
25.27142525
24.70313644
